<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBRF;1;20260813;123400;28424;28426;28417;28423;134
SBRF;1;20260813;123500;28423;28425;28423;28424;234
SBRF;1;20260813;123600;28424;28440;28423;28440;390
SBRF;1;20260813;123700;28442;28447;28441;28447;271
SBRF;1;20260813;123800;28449;28451;28435;28435;103
SBRF;1;20260813;123900;28438;28438;28431;28433;27
SBRF;1;20260813;124000;28430;28430;28420;28425;125
SBRF;1;20260813;124100;28425;28426;28413;28413;253
SBRF;1;20260813;124200;28419;28424;28411;28412;144
SBRF;1;20260813;124300;28411;28434;28407;28413;786
SBRF;1;20260813;124400;28412;28417;28408;28410;31
SBRF;1;20260813;124500;28418;28427;28391;28427;1502
SBRF;1;20260813;124600;28428;28433;28428;28433;73
SBRF;1;20260813;124700;28433;28448;28433;28446;225
SBRF;1;20260813;124800;28447;28449;28447;28449;24
SBRF;1;20260813;124900;28450;28450;28433;28433;61
SBRF;1;20260813;125000;28433;28434;28429;28429;47
SBRF;1;20260813;125100;28428;28447;28428;28442;217
SBRF;1;20260813;125200;28437;28437;28428;28428;13
SBRF;1;20260813;125300;28427;28450;28427;28450;36
SBRF;1;20260813;125400;28449;28450;28432;28445;63
SBRF;1;20260813;125500;28443;28443;28421;28422;204
SBRF;1;20260813;125600;28422;28435;28421;28421;113
SBRF;1;20260813;125700;28421;28421;28405;28415;217
SBRF;1;20260813;125800;28406;28413;28400;28413;29
SBRF;1;20260813;125900;28412;28419;28412;28413;50
SBRF;1;20260813;130000;28411;28413;28398;28398;40
SBRF;1;20260813;130100;28397;28402;28397;28397;43
SBRF;1;20260813;130200;28396;28396;28371;28376;229
SBRF;1;20260813;130300;28377;28377;28366;28369;137
SBRF;1;20260813;130400;28385;28390;28385;28387;38
SBRF;1;20260813;130500;28383;28383;28368;28371;131
SBRF;1;20260813;130600;28370;28378;28368;28378;107
SBRF;1;20260813;130700;28385;28402;28385;28402;68
SBRF;1;20260813;130800;28402;28409;28395;28403;61
SBRF;1;20260813;130900;28396;28416;28396;28416;108
SBRF;1;20260813;131000;28416;28417;28397;28397;118
SBRF;1;20260813;131100;28398;28406;28398;28405;102
SBRF;1;20260813;131200;28403;28413;28401;28402;38
SBRF;1;20260813;131300;28401;28408;28401;28408;39
SBRF;1;20260813;131400;28411;28418;28407;28418;27
SBRF;1;20260813;131500;28417;28419;28412;28419;769
SBRF;1;20260813;131600;28419;28419;28418;28419;126
SBRF;1;20260813;131700;28418;28419;28418;28419;23
SBRF;1;20260813;131800;28418;28419;28411;28419;57
SBRF;1;20260813;131900;28419;28443;28419;28439;932
SBRF;1;20260813;132000;28440;28444;28431;28444;105
SBRF;1;20260813;132100;28444;28444;28443;28444;169
SBRF;1;20260813;132200;28448;28460;28448;28455;399
SBRF;1;20260813;132300;28455;28459;28451;28452;214
SBRF;1;20260813;132400;28454;28454;28448;28452;95
SBRF;1;20260813;132500;28450;28451;28444;28448;89
SBRF;1;20260813;132600;28448;28450;28448;28450;3
SBRF;1;20260813;132700;28451;28460;28445;28453;218
SBRF;1;20260813;132800;28459;28460;28449;28451;106
SBRF;1;20260813;132900;28456;28460;28451;28455;150
SBRF;1;20260813;133000;28456;28459;28448;28454;224
SBRF;1;20260813;133100;28458;28458;28448;28448;96
SBRF;1;20260813;133200;28450;28456;28448;28449;60
SBRF;1;20260813;133300;28446;28453;28446;28453;29
SBRF;1;20260813;133400;28446;28456;28446;28456;22
SBRF;1;20260813;133500;28455;28459;28455;28459;28
SBRF;1;20260813;133600;28460;28460;28456;28460;163
SBRF;1;20260813;133700;28460;28514;28460;28514;1413
SBRF;1;20260813;133800;28514;28522;28509;28519;460
SBRF;1;20260813;133900;28519;28530;28518;28530;257
SBRF;1;20260813;134000;28530;28567;28530;28536;950
SBRF;1;20260813;134100;28536;28536;28525;28525;408
SBRF;1;20260813;134200;28520;28521;28508;28509;131
SBRF;1;20260813;134300;28509;28510;28492;28494;329
SBRF;1;20260813;134400;28493;28498;28490;28498;64
SBRF;1;20260813;134500;28500;28539;28500;28538;1230
SBRF;1;20260813;134600;28538;28538;28522;28524;109
SBRF;1;20260813;134700;28527;28532;28523;28523;84
SBRF;1;20260813;134800;28519;28519;28507;28507;279
SBRF;1;20260813;134900;28509;28509;28496;28507;69
SBRF;1;20260813;135000;28504;28507;28500;28507;211
SBRF;1;20260813;135100;28509;28517;28509;28517;19
SBRF;1;20260813;135200;28517;28517;28517;28517;15
SBRF;1;20260813;135300;28516;28516;28515;28515;32
SBRF;1;20260813;135400;28515;28516;28515;28515;86
SBRF;1;20260813;135500;28511;28511;28510;28510;7
SBRF;1;20260813;135600;28510;28511;28488;28488;235
SBRF;1;20260813;135700;28486;28486;28476;28486;153
SBRF;1;20260813;135800;28486;28488;28485;28488;32
SBRF;1;20260813;135900;28488;28511;28488;28511;45
SBRF;1;20260813;140000;28512;28516;28507;28507;200
SBRF;1;20260813;140100;28502;28508;28500;28508;34
SBRF;1;20260813;140200;28507;28509;28499;28499;49
SBRF;1;20260813;140300;28499;28499;28481;28485;124
SBRF;1;20260813;140400;28484;28484;28483;28483;14
SBRF;1;20260813;140500;28484;28485;28480;28482;127
SBRF;1;20260813;140600;28481;28482;28480;28480;7
SBRF;1;20260813;140700;28480;28480;28470;28475;203
SBRF;1;20260813;140800;28475;28483;28471;28483;64
SBRF;1;20260813;140900;28483;28497;28483;28497;237
SBRF;1;20260813;141000;28495;28498;28495;28498;36
SBRF;1;20260813;141100;28499;28500;28484;28484;183
SBRF;1;20260813;141200;28481;28482;28480;28482;49
SBRF;1;20260813;141300;28481;28482;28481;28481;14
SBRF;1;20260813;141400;28481;28482;28480;28481;9
SBRF;1;20260813;141500;28481;28481;28464;28468;107
SBRF;1;20260813;141600;28470;28470;28463;28466;114
SBRF;1;20260813;141700;28466;28468;28454;28468;309
SBRF;1;20260813;141800;28469;28469;28462;28462;17
SBRF;1;20260813;141900;28467;28467;28467;28467;1
SBRF;1;20260813;142000;28467;28467;28460;28461;44
SBRF;1;20260813;142100;28459;28459;28458;28458;18
SBRF;1;20260813;142200;28458;28459;28452;28453;134
SBRF;1;20260813;142300;28453;28470;28453;28460;51
SBRF;1;20260813;142400;28459;28459;28433;28435;308
SBRF;1;20260813;142500;28435;28436;28419;28422;287
SBRF;1;20260813;142600;28422;28437;28421;28437;45
SBRF;1;20260813;142700;28440;28446;28438;28441;44
SBRF;1;20260813;142800;28441;28449;28441;28449;32
SBRF;1;20260813;142900;28450;28452;28449;28450;50
SBRF;1;20260813;143000;28449;28449;28435;28435;104
SBRF;1;20260813;143100;28435;28450;28435;28450;47
SBRF;1;20260813;143200;28444;28444;28426;28426;41
SBRF;1;20260813;143300;28426;28426;28414;28423;48
SBRF;1;20260813;143400;28418;28419;28408;28408;112
SBRF;1;20260813;143500;28408;28409;28368;28393;773
SBRF;1;20260813;143600;28394;28407;28389;28401;160
SBRF;1;20260813;143700;28400;28402;28390;28394;82
SBRF;1;20260813;143800;28395;28401;28395;28401;16
SBRF;1;20260813;143900;28401;28421;28401;28405;472
SBRF;1;20260813;144000;28401;28405;28394;28405;63
SBRF;1;20260813;144100;28409;28409;28376;28376;480
SBRF;1;20260813;144200;28375;28394;28371;28394;158
SBRF;1;20260813;144300;28390;28390;28372;28378;80
SBRF;1;20260813;144400;28377;28382;28375;28382;25
SBRF;1;20260813;144500;28384;28384;28379;28381;49
SBRF;1;20260813;144600;28381;28409;28381;28407;109
SBRF;1;20260813;144700;28406;28416;28402;28416;58
SBRF;1;20260813;144800;28416;28423;28415;28423;50
SBRF;1;20260813;144900;28423;28423;28408;28410;106
SBRF;1;20260813;145000;28414;28415;28394;28399;112
SBRF;1;20260813;145100;28397;28415;28397;28405;47
SBRF;1;20260813;145200;28399;28428;28394;28425;141
SBRF;1;20260813;145300;28425;28437;28421;28422;84
SBRF;1;20260813;145400;28423;28452;28423;28439;492
SBRF;1;20260813;145500;28437;28454;28437;28454;45
SBRF;1;20260813;145600;28454;28474;28454;28464;161
SBRF;1;20260813;145700;28467;28487;28467;28486;207
SBRF;1;20260813;145800;28484;28484;28460;28460;58
SBRF;1;20260813;145900;28460;28460;28455;28457;40
SBRF;1;20260813;150000;28456;28475;28456;28474;93
SBRF;1;20260813;150100;28474;28476;28469;28476;38
SBRF;1;20260813;150200;28482;28488;28481;28483;49
SBRF;1;20260813;150300;28484;28498;28484;28497;178
SBRF;1;20260813;150400;28497;28498;28479;28479;95
SBRF;1;20260813;150500;28479;28486;28477;28477;170
SBRF;1;20260813;150600;28477;28477;28461;28461;64
SBRF;1;20260813;150700;28462;28479;28461;28468;64
SBRF;1;20260813;150800;28468;28470;28434;28434;179
SBRF;1;20260813;150900;28439;28441;28428;28440;61
SBRF;1;20260813;151000;28439;28444;28432;28444;30
SBRF;1;20260813;151100;28444;28446;28443;28444;20
SBRF;1;20260813;151200;28441;28441;28438;28438;6
SBRF;1;20260813;151300;28430;28457;28430;28457;247
SBRF;1;20260813;151400;28457;28457;28453;28453;16
SBRF;1;20260813;151500;28453;28453;28451;28451;18
SBRF;1;20260813;151600;28451;28465;28451;28465;32
SBRF;1;20260813;151700;28465;28479;28465;28476;217
SBRF;1;20260813;151800;28477;28479;28470;28476;102
SBRF;1;20260813;151900;28476;28476;28468;28472;6
SBRF;1;20260813;152000;28474;28474;28473;28473;9
SBRF;1;20260813;152100;28480;28481;28480;28481;9
SBRF;1;20260813;152200;28480;28480;28478;28478;6
SBRF;1;20260813;152300;28481;28481;28480;28480;3
SBRF;1;20260813;152400;28481;28490;28481;28490;27
SBRF;1;20260813;152500;28490;28490;28490;28490;41
SBRF;1;20260813;152600;28490;28511;28490;28504;343
SBRF;1;20260813;152700;28507;28507;28505;28507;38
SBRF;1;20260813;152800;28500;28504;28499;28500;26
SBRF;1;20260813;152900;28498;28500;28498;28498;17
SBRF;1;20260813;153000;28495;28495;28481;28481;58
SBRF;1;20260813;153100;28481;28481;28472;28472;66
SBRF;1;20260813;153200;28469;28493;28469;28493;145
SBRF;1;20260813;153300;28493;28494;28482;28488;19
SBRF;1;20260813;153400;28489;28494;28489;28494;15
SBRF;1;20260813;153500;28494;28494;28494;28494;1
SBRF;1;20260813;153600;28492;28493;28481;28493;22
SBRF;1;20260813;153700;28493;28493;28485;28485;57
SBRF;1;20260813;153800;28482;28482;28462;28466;174
SBRF;1;20260813;153900;28466;28466;28460;28460;20
SBRF;1;20260813;154000;28470;28470;28465;28469;15
SBRF;1;20260813;154100;28469;28469;28466;28466;7
SBRF;1;20260813;154200;28469;28488;28468;28484;117
SBRF;1;20260813;154300;28482;28491;28480;28484;219
SBRF;1;20260813;154400;28481;28481;28470;28470;13
SBRF;1;20260813;154500;28469;28481;28469;28477;46
SBRF;1;20260813;154600;28484;28488;28484;28488;12
SBRF;1;20260813;154700;28488;28489;28477;28477;32
SBRF;1;20260813;154800;28476;28487;28476;28487;16
SBRF;1;20260813;154900;28490;28490;28484;28489;17
SBRF;1;20260813;155000;28490;28494;28490;28494;29
SBRF;1;20260813;155100;28485;28485;28480;28480;7
SBRF;1;20260813;155200;28478;28478;28475;28476;18
SBRF;1;20260813;155300;28475;28475;28467;28468;140
SBRF;1;20260813;155400;28465;28465;28460;28460;61
SBRF;1;20260813;155500;28459;28465;28459;28465;39
SBRF;1;20260813;155600;28464;28464;28459;28459;24
SBRF;1;20260813;155700;28459;28461;28454;28454;53
SBRF;1;20260813;155800;28453;28453;28412;28412;268
SBRF;1;20260813;155900;28411;28414;28402;28402;854
SBRF;1;20260813;160000;28402;28402;28382;28397;955
SBRF;1;20260813;160100;28395;28411;28387;28402;182
SBRF;1;20260813;160200;28399;28409;28399;28405;110
SBRF;1;20260813;160300;28405;28417;28405;28412;71
SBRF;1;20260813;160400;28411;28411;28388;28398;67
SBRF;1;20260813;160500;28395;28407;28388;28407;87
SBRF;1;20260813;160600;28407;28415;28403;28403;38
SBRF;1;20260813;160700;28401;28402;28386;28387;118
SBRF;1;20260813;160800;28389;28391;28386;28388;31
SBRF;1;20260813;160900;28387;28397;28387;28397;13
SBRF;1;20260813;161000;28396;28411;28392;28402;39
SBRF;1;20260813;161100;28402;28402;28387;28387;80
SBRF;1;20260813;161200;28388;28388;28380;28380;90
SBRF;1;20260813;161300;28380;28381;28367;28381;494
SBRF;1;20260813;161400;28381;28384;28380;28380;28
SBRF;1;20260813;161500;28376;28382;28376;28378;14
SBRF;1;20260813;161600;28381;28383;28375;28376;43
SBRF;1;20260813;161700;28376;28376;28372;28375;33
SBRF;1;20260813;161800;28378;28378;28376;28376;6
SBRF;1;20260813;161900;28375;28413;28375;28398;98
SBRF;1;20260813;162000;28402;28402;28385;28386;34
SBRF;1;20260813;162100;28377;28377;28369;28369;31
SBRF;1;20260813;162200;28369;28369;28367;28368;29
SBRF;1;20260813;162300;28367;28393;28366;28384;102
SBRF;1;20260813;162400;28379;28388;28375;28388;15
SBRF;1;20260813;162500;28388;28388;28374;28376;30
SBRF;1;20260813;162600;28375;28375;28367;28367;32
SBRF;1;20260813;162700;28367;28369;28360;28367;286
SBRF;1;20260813;162800;28371;28373;28363;28363;25
SBRF;1;20260813;162900;28363;28372;28361;28365;43
SBRF;1;20260813;163000;28364;28380;28364;28380;22
SBRF;1;20260813;163100;28371;28385;28371;28385;31
SBRF;1;20260813;163200;28383;28393;28383;28393;59
SBRF;1;20260813;163300;28393;28393;28355;28357;1328
SBRF;1;20260813;163400;28356;28357;28354;28355;42
SBRF;1;20260813;163500;28355;28355;28343;28351;193
SBRF;1;20260813;163600;28351;28351;28291;28315;3189
SBRF;1;20260813;163700;28322;28323;28292;28298;163
SBRF;1;20260813;163800;28299;28315;28293;28302;269
SBRF;1;20260813;163900;28305;28305;28297;28297;92
SBRF;1;20260813;164000;28298;28305;28293;28293;172
SBRF;1;20260813;164100;28293;28316;28292;28314;240
SBRF;1;20260813;164200;28314;28321;28297;28299;113
SBRF;1;20260813;164300;28298;28304;28294;28304;83
SBRF;1;20260813;164400;28301;28306;28301;28302;58
SBRF;1;20260813;164500;28300;28300;28204;28210;2432
SBRF;1;20260813;164600;28212;28240;28200;28213;1172
SBRF;1;20260813;164700;28213;28224;28200;28200;1521
SBRF;1;20260813;164800;28201;28231;28198;28218;847
SBRF;1;20260813;164900;28219;28247;28216;28247;218
SBRF;1;20260813;165000;28247;28247;28225;28225;107
SBRF;1;20260813;165100;28220;28224;28198;28198;297
SBRF;1;20260813;165200;28198;28224;28196;28197;1199
SBRF;1;20260813;165300;28198;28201;28196;28198;471
SBRF;1;20260813;165400;28198;28203;28195;28203;216
SBRF;1;20260813;165500;28202;28227;28199;28227;598
SBRF;1;20260813;165600;28226;28226;28208;28212;84
SBRF;1;20260813;165700;28209;28209;28205;28205;23
SBRF;1;20260813;165800;28206;28206;28204;28204;28
SBRF;1;20260813;165900;28204;28206;28199;28202;102
SBRF;1;20260813;170000;28200;28223;28196;28223;500
SBRF;1;20260813;170100;28222;28222;28215;28216;147
SBRF;1;20260813;170200;28211;28225;28211;28223;181
SBRF;1;20260813;170300;28223;28244;28223;28238;401
SBRF;1;20260813;170400;28239;28239;28230;28232;28
SBRF;1;20260813;170500;28233;28247;28233;28245;330
SBRF;1;20260813;170600;28244;28244;28237;28237;153
SBRF;1;20260813;170700;28237;28242;28230;28230;227
SBRF;1;20260813;170800;28231;28241;28231;28241;44
SBRF;1;20260813;170900;28243;28246;28243;28246;37
SBRF;1;20260813;171000;28245;28247;28237;28238;190
SBRF;1;20260813;171100;28238;28247;28238;28247;163
SBRF;1;20260813;171200;28247;28247;28222;28223;353
SBRF;1;20260813;171300;28223;28229;28220;28229;65
SBRF;1;20260813;171400;28229;28230;28220;28224;93
SBRF;1;20260813;171500;28229;28242;28226;28242;47
SBRF;1;20260813;171600;28241;28241;28233;28239;55
SBRF;1;20260813;171700;28239;28242;28230;28242;36
SBRF;1;20260813;171800;28244;28247;28244;28247;264
SBRF;1;20260813;171900;28247;28247;28237;28239;55
SBRF;1;20260813;172000;28235;28242;28233;28242;33
SBRF;1;20260813;172100;28242;28247;28242;28247;84
SBRF;1;20260813;172200;28247;28252;28242;28252;747
SBRF;1;20260813;172300;28255;28269;28254;28269;134
SBRF;1;20260813;172400;28269;28269;28263;28263;69
SBRF;1;20260813;172500;28260;28261;28260;28261;36
SBRF;1;20260813;172600;28260;28260;28258;28258;39
SBRF;1;20260813;172700;28258;28261;28256;28261;33
SBRF;1;20260813;172800;28257;28262;28257;28262;16
SBRF;1;20260813;172900;28264;28269;28264;28268;92
SBRF;1;20260813;173000;28267;28267;28259;28267;38
SBRF;1;20260813;173100;28256;28270;28255;28269;41
SBRF;1;20260813;173200;28260;28260;28255;28256;6
SBRF;1;20260813;173300;28256;28260;28255;28260;93
SBRF;1;20260813;173400;28261;28261;28255;28255;335
SBRF;1;20260813;173500;28255;28256;28255;28256;109
SBRF;1;20260813;173600;28255;28255;28233;28243;319
SBRF;1;20260813;173700;28245;28249;28236;28245;35
SBRF;1;20260813;173800;28238;28242;28235;28238;86
SBRF;1;20260813;173900;28240;28252;28240;28252;18
SBRF;1;20260813;174000;28253;28255;28249;28255;29
SBRF;1;20260813;174100;28255;28270;28255;28269;56
SBRF;1;20260813;174200;28270;28271;28261;28262;137
SBRF;1;20260813;174300;28256;28257;28256;28257;3
SBRF;1;20260813;174400;28257;28259;28257;28259;14
SBRF;1;20260813;174500;28257;28257;28250;28251;21
SBRF;1;20260813;174600;28253;28260;28251;28260;29
SBRF;1;20260813;174700;28256;28262;28256;28262;37
SBRF;1;20260813;174800;28262;28271;28262;28269;55
SBRF;1;20260813;174900;28266;28266;28261;28261;14
SBRF;1;20260813;175000;28262;28271;28262;28270;101
SBRF;1;20260813;175100;28270;28278;28262;28278;211
SBRF;1;20260813;175200;28278;28292;28277;28291;195
SBRF;1;20260813;175300;28291;28299;28290;28299;98
SBRF;1;20260813;175400;28298;28299;28274;28278;441
SBRF;1;20260813;175500;28278;28289;28278;28279;26
SBRF;1;20260813;175600;28279;28284;28268;28269;133
SBRF;1;20260813;175700;28268;28275;28268;28275;34
SBRF;1;20260813;175800;28281;28281;28271;28271;21
SBRF;1;20260813;175900;28281;28284;28280;28281;32
SBRF;1;20260813;180000;28277;28277;28259;28262;257
SBRF;1;20260813;180100;28262;28275;28262;28269;40
SBRF;1;20260813;180200;28268;28268;28268;28268;1
SBRF;1;20260813;180300;28266;28275;28266;28274;22
SBRF;1;20260813;180400;28273;28277;28273;28277;59
SBRF;1;20260813;180500;28275;28277;28275;28276;4
SBRF;1;20260813;180600;28276;28276;28275;28275;4
SBRF;1;20260813;180700;28272;28272;28263;28263;54
SBRF;1;20260813;180800;28262;28262;28250;28250;58
SBRF;1;20260813;180900;28250;28250;28244;28244;87
SBRF;1;20260813;181000;28246;28247;28227;28227;1276
SBRF;1;20260813;181100;28227;28239;28226;28235;263
SBRF;1;20260813;181200;28238;28239;28227;28235;57
SBRF;1;20260813;181300;28238;28238;28233;28237;32
SBRF;1;20260813;181400;28236;28237;28234;28235;110
SBRF;1;20260813;181500;28234;28234;28219;28231;702
SBRF;1;20260813;181600;28231;28235;28226;28235;45
SBRF;1;20260813;181700;28234;28234;28233;28234;30
SBRF;1;20260813;181800;28233;28233;28213;28213;92
SBRF;1;20260813;181900;28212;28215;28209;28214;161
SBRF;1;20260813;182000;28215;28215;28214;28215;56
SBRF;1;20260813;182100;28214;28220;28212;28220;104
SBRF;1;20260813;182200;28221;28221;28216;28216;50
SBRF;1;20260813;182300;28214;28222;28214;28218;180
SBRF;1;20260813;182400;28215;28215;28206;28206;71
SBRF;1;20260813;182500;28207;28216;28207;28212;36
SBRF;1;20260813;182600;28207;28207;28202;28203;35
SBRF;1;20260813;182700;28206;28207;28202;28204;166
SBRF;1;20260813;182800;28203;28204;28192;28192;271
SBRF;1;20260813;182900;28192;28192;28158;28169;847
SBRF;1;20260813;183000;28173;28193;28154;28193;1666
SBRF;1;20260813;183100;28196;28210;28196;28209;202
SBRF;1;20260813;183200;28210;28224;28210;28224;112
SBRF;1;20260813;183300;28224;28224;28220;28220;35
SBRF;1;20260813;183400;28221;28224;28219;28224;35
SBRF;1;20260813;183500;28223;28224;28215;28215;89
SBRF;1;20260813;183600;28215;28230;28214;28228;474
SBRF;1;20260813;183700;28229;28250;28226;28249;49
SBRF;1;20260813;183800;28250;28250;28249;28250;17
SBRF;1;20260813;183900;28249;28250;28229;28229;171
SBRF;1;20260813;184000;28237;28239;28222;28231;338
SBRF;1;20260813;184100;28235;28235;28231;28232;6
SBRF;1;20260813;184200;28234;28250;28234;28245;66
SBRF;1;20260813;184300;28240;28244;28240;28244;17
SBRF;1;20260813;184400;28247;28248;28244;28245;12
SBRF;1;20260813;184500;28239;28248;28239;28248;32
SBRF;1;20260813;184600;28248;28250;28248;28249;29
SBRF;1;20260813;184700;28248;28250;28248;28249;36
SBRF;1;20260813;184800;28248;28248;28218;28218;132
SBRF;1;20260813;184900;28220;28221;28215;28221;111
SBRF;1;20260813;185000;28220;28220;28220;28220;10
SBRF;1;20260813;185100;28221;28229;28220;28224;50
SBRF;1;20260813;185200;28227;28227;28216;28220;14
SBRF;1;20260813;185300;28222;28223;28218;28218;16
SBRF;1;20260813;185400;28223;28223;28217;28221;108
SBRF;1;20260813;185500;28218;28218;28214;28215;18
SBRF;1;20260813;185600;28215;28216;28215;28216;6
SBRF;1;20260813;185700;28216;28216;28216;28216;1
SBRF;1;20260813;185800;28216;28219;28216;28217;29
SBRF;1;20260813;190000;28225;28240;28225;28240;181
SBRF;1;20260813;190200;28236;28242;28236;28242;22
SBRF;1;20260813;190300;28242;28249;28242;28249;29
SBRF;1;20260813;190400;28249;28251;28247;28251;61
SBRF;1;20260813;190500;28251;28252;28251;28251;20
SBRF;1;20260813;190600;28249;28251;28245;28251;51
SBRF;1;20260813;190700;28247;28247;28240;28243;10
SBRF;1;20260813;190800;28243;28243;28243;28243;1
SBRF;1;20260813;190900;28246;28247;28243;28243;34
SBRF;1;20260813;191000;28245;28246;28239;28243;27
SBRF;1;20260813;191100;28243;28249;28238;28238;71
SBRF;1;20260813;191200;28237;28237;28237;28237;1
SBRF;1;20260813;191300;28237;28238;28237;28237;21
SBRF;1;20260813;191400;28237;28239;28236;28239;97
SBRF;1;20260813;191500;28241;28241;28224;28230;484
SBRF;1;20260813;191600;28231;28231;28226;28226;18
SBRF;1;20260813;191700;28235;28235;28234;28235;20
SBRF;1;20260813;191800;28235;28245;28235;28245;29
SBRF;1;20260813;191900;28244;28244;28244;28244;10
SBRF;1;20260813;192000;28240;28240;28236;28236;33
SBRF;1;20260813;192100;28236;28237;28235;28237;14
SBRF;1;20260813;192200;28236;28237;28232;28232;72
SBRF;1;20260813;192300;28228;28228;28226;28228;23
SBRF;1;20260813;192400;28227;28237;28227;28237;12
SBRF;1;20260813;192500;28234;28237;28234;28237;6
SBRF;1;20260813;192600;28231;28231;28230;28230;35
SBRF;1;20260813;192700;28226;28226;28221;28221;27
SBRF;1;20260813;192800;28218;28241;28218;28241;31
SBRF;1;20260813;192900;28234;28237;28234;28237;3
SBRF;1;20260813;193000;28238;28238;28223;28223;33
SBRF;1;20260813;193100;28221;28221;28214;28214;31
SBRF;1;20260813;193200;28212;28212;28203;28204;56
SBRF;1;20260813;193300;28203;28204;28203;28204;43
SBRF;1;20260813;193400;28204;28204;28203;28203;62
SBRF;1;20260813;193500;28204;28212;28204;28212;51
SBRF;1;20260813;193600;28210;28210;28210;28210;10
SBRF;1;20260813;193700;28205;28205;28205;28205;2
SBRF;1;20260813;193900;28212;28215;28212;28212;12
SBRF;1;20260813;194100;28217;28229;28217;28229;57
SBRF;1;20260813;194200;28230;28237;28230;28231;33
SBRF;1;20260813;194300;28229;28244;28227;28238;64
SBRF;1;20260813;194400;28237;28241;28237;28241;15
SBRF;1;20260813;194500;28237;28240;28230;28230;58
SBRF;1;20260813;194600;28231;28231;28230;28230;12
SBRF;1;20260813;194800;28231;28231;28230;28230;13
SBRF;1;20260813;194900;28231;28240;28231;28240;22
SBRF;1;20260813;195000;28240;28249;28240;28243;40
SBRF;1;20260813;195100;28246;28246;28231;28231;28
SBRF;1;20260813;195200;28240;28241;28232;28232;31
SBRF;1;20260813;195300;28235;28235;28233;28233;4
SBRF;1;20260813;195400;28233;28238;28233;28237;6
SBRF;1;20260813;195600;28240;28241;28239;28239;15
SBRF;1;20260813;195700;28239;28241;28234;28234;27
SBRF;1;20260813;195800;28234;28234;28230;28232;17
SBRF;1;20260813;195900;28230;28230;28230;28230;11
SBRF;1;20260813;200000;28232;28242;28231;28240;116
SBRF;1;20260813;200100;28240;28244;28240;28244;18
SBRF;1;20260813;200200;28242;28243;28242;28243;9
SBRF;1;20260813;200300;28238;28242;28237;28241;21
SBRF;1;20260813;200400;28243;28243;28242;28242;7
SBRF;1;20260813;200500;28238;28240;28238;28240;3
SBRF;1;20260813;200600;28241;28241;28241;28241;1
SBRF;1;20260813;200700;28238;28240;28235;28240;9
SBRF;1;20260813;200800;28239;28239;28239;28239;1
SBRF;1;20260813;200900;28236;28239;28234;28239;21
SBRF;1;20260813;201100;28242;28244;28242;28244;21
SBRF;1;20260813;201200;28241;28241;28241;28241;1
SBRF;1;20260813;201300;28239;28239;28237;28239;9
SBRF;1;20260813;201500;28238;28252;28238;28252;32
SBRF;1;20260813;201600;28247;28247;28242;28243;8
SBRF;1;20260813;201700;28245;28248;28241;28241;29
SBRF;1;20260813;201800;28242;28243;28242;28243;5
SBRF;1;20260813;202000;28239;28243;28239;28243;22
SBRF;1;20260813;202200;28240;28240;28231;28234;38
SBRF;1;20260813;202300;28232;28232;28232;28232;12
SBRF;1;20260813;202400;28230;28230;28230;28230;2
SBRF;1;20260813;202500;28225;28235;28225;28227;59
SBRF;1;20260813;202600;28234;28234;28229;28231;11
SBRF;1;20260813;202700;28230;28230;28227;28227;7
SBRF;1;20260813;202800;28226;28226;28225;28225;16
SBRF;1;20260813;202900;28226;28226;28225;28225;136
SBRF;1;20260813;203000;28225;28225;28224;28224;182
SBRF;1;20260813;203100;28225;28227;28222;28222;47
SBRF;1;20260813;203200;28226;28226;28226;28226;2
SBRF;1;20260813;203300;28226;28228;28225;28225;43
SBRF;1;20260813;203500;28225;28225;28225;28225;1
SBRF;1;20260813;203600;28225;28225;28225;28225;1
SBRF;1;20260813;204000;28223;28224;28222;28222;4
SBRF;1;20260813;204100;28224;28224;28222;28222;32
SBRF;1;20260813;204200;28224;28228;28222;28222;41
SBRF;1;20260813;204300;28223;28223;28216;28216;12
SBRF;1;20260813;204400;28216;28216;28216;28216;6
SBRF;1;20260813;204500;28215;28215;28215;28215;3
SBRF;1;20260813;204600;28215;28215;28211;28211;14
SBRF;1;20260813;204700;28210;28210;28205;28205;9
SBRF;1;20260813;204800;28204;28204;28184;28185;496
SBRF;1;20260813;204900;28185;28193;28179;28193;222
SBRF;1;20260813;205000;28198;28207;28198;28199;46
SBRF;1;20260813;205100;28199;28199;28198;28198;7
SBRF;1;20260813;205200;28198;28198;28187;28193;64
SBRF;1;20260813;205300;28193;28195;28190;28192;45
SBRF;1;20260813;205400;28199;28199;28198;28198;5
SBRF;1;20260813;205600;28190;28190;28190;28190;2
SBRF;1;20260813;205700;28190;28191;28190;28191;5
SBRF;1;20260813;205800;28190;28190;28190;28190;8
SBRF;1;20260813;205900;28190;28190;28190;28190;26
SBRF;1;20260813;210000;28191;28199;28191;28199;30
SBRF;1;20260813;210100;28200;28200;28198;28198;67
SBRF;1;20260813;210200;28198;28198;28198;28198;7
SBRF;1;20260813;210400;28198;28198;28197;28197;17
SBRF;1;20260813;210500;28198;28219;28198;28218;136
SBRF;1;20260813;210600;28212;28212;28203;28203;36
